0,2372.397927
100938,2360.808678
104084,2426.231276
107124,2555.761193
110322,2513.433634
113363,2418.848347
116499,2340.579812
119492,2418.762843
12227,2409.769697
122581,2569.929847
125598,2561.132161
128808,2436.914355
131796,2418.066977
134898,2569.322958
137951,2361.549799
140963,2432.473203
143970,2503.668258
147014,2462.827127
149992,2570.796886
153074,2350.182433
15335,2419.335151
156087,2419.125411
159144,2574.241363
162305,2419.148992
165365,2392.736159
168435,2422.372765
171556,2420.506089
174653,2417.269546
177672,2392.927280
180784,2398.416743
183846,2411.089160
18408,2425.774681
186889,2403.019566
189953,2408.591395
192946,2391.044983
195927,2583.134308
198969,2601.631467
202069,2417.589611
205077,2598.285878
208090,2578.132358
211132,2425.149184
214128,2489.815054
21444,2376.318848
217124,2382.950688
220139,2419.755949
223239,2423.213675
226322,2438.454677
229332,2457.965969
232447,2351.422838
235511,2418.825554
238524,2347.800224
241636,2414.559058
244636,2431.143338
24551,2388.807411
247658,2418.047605
250858,2412.039314
253835,2610.377536
256959,2359.315709
259936,2412.091772
262944,2505.862781
265984,2425.048374
269016,2545.130307
272000,2414.159893
275013,2398.656578
27599,2573.392330
278176,2415.756615
281175,2416.447743
284165,2512.265736
287210,2695.174574
290193,2558.275730
293320,2343.118682
296409,2552.073022
299495,2661.363882
30700,2401.589050
3102,2427.944193
33744,2416.208127
36737,2544.255756
39739,2451.991535
42854,2532.900221
45856,2448.024592
48883,2462.895652
51896,2434.365999
54946,2453.911906
58045,2418.384921
6089,2526.099636
61090,2543.883183
64252,2389.632634
67367,2418.659639
70365,2583.276396
73466,2423.969450
76495,2416.691211
79503,2543.703999
82566,2569.642921
85562,2370.781580
88671,2565.654285
9150,2419.585285
91667,2423.608342
94721,2343.765212
97918,2403.265370
