0,2534.483485
101094,2381.012308
104191,2459.268971
107258,2390.949997
110498,2495.542161
113581,2343.116256
116735,2445.604230
119740,2403.431120
122726,2342.625443
12275,2341.242957
125770,2437.738146
128771,2512.152155
131766,2439.281236
134794,2392.487185
137989,2645.324624
141071,2474.919424
144117,2354.096845
147155,2401.345681
150213,2597.665429
15282,2562.969754
153253,2500.323015
156337,2374.739482
159346,2417.488205
162499,2396.702117
165624,2453.563338
168657,2518.146806
171696,2351.328174
174728,2435.115934
177840,2365.612741
180984,2485.447600
18310,2384.924144
184035,2357.502803
187140,2437.001401
190166,2347.502840
193287,2469.773221
196373,2408.420530
199480,2425.201842
202497,2389.473414
205687,2410.408794
208787,2432.978571
211795,2336.695481
21393,2564.070789
214790,2448.595479
217930,2496.312239
220987,2416.883466
224031,2421.356184
227128,2590.281214
230131,2446.001521
233282,2403.699574
236376,2420.847069
239537,2373.885607
242530,2421.933760
24495,2448.388489
245660,2451.154152
248746,2437.269633
251898,2436.691561
254910,2484.896957
258072,2473.135562
261190,2552.236953
264282,2441.319239
267329,2346.100074
270468,2398.040126
273607,2357.814258
27541,2351.170790
276714,2642.822147
279742,2424.053220
282803,2435.342522
285860,2538.884360
288866,2397.575887
291919,2538.386816
294952,2420.372989
298061,2353.216536
301277,2393.287952
3021,2384.348837
304466,2524.718080
30554,2524.617289
307639,2398.286116
310778,2409.255063
313866,2417.608082
316947,2570.426933
320030,2362.655535
323090,2507.115096
326179,2568.258404
329214,2407.184506
332212,2394.484135
335336,2390.215501
33661,2672.661568
338475,2420.362466
341576,2423.984895
344694,2418.788490
347739,2443.984851
350905,2436.791312
353890,2437.977827
356917,2413.907162
359969,2494.772993
363032,2356.875315
366059,2437.699493
36659,2444.084918
369138,2435.956322
372294,2489.355590
375393,2503.927472
378556,2585.305770
381723,2457.775098
384893,2379.772503
387962,2566.331149
391059,2418.864904
394177,2367.225876
397261,2350.244746
39775,2594.272480
400257,2383.165133
403359,2426.091484
406453,2474.110034
409669,2507.335911
412813,2437.070910
415844,2564.275945
418974,2427.959333
421991,2415.782421
425130,2338.332884
42820,2393.382988
428335,2392.003870
431485,2415.166949
434635,2400.675457
437629,2415.186158
440673,2550.721619
443858,2439.363111
446960,2409.304082
449943,2423.778193
452966,2407.856056
456061,2334.268959
459209,2624.655112
45948,2444.123004
462201,2465.243508
465220,2546.922635
468324,2489.654075
471427,2333.218993
474479,2630.251892
477632,2416.852470
480733,2460.472456
483902,2572.482585
486987,2419.558678
48945,2348.573539
490108,2415.631497
493231,2410.006818
496390,2402.268001
499555,2341.003245
502673,2611.671708
505674,2349.364301
508776,2650.440484
511816,2387.658312
514873,2456.114040
517870,2555.758439
520911,2345.834403
52096,2407.266464
523985,2413.476815
527022,2635.817518
530024,2577.283331
533197,2344.725936
536192,2391.568883
539334,2422.425598
542411,2517.516271
545530,2450.819004
548592,2454.611722
55103,2623.376981
551628,2447.123227
554642,2420.435440
557688,2398.361109
560783,2430.817892
563799,2544.654798
566795,2404.574164
569863,2451.145969
573015,2427.548715
576207,2344.573308
579224,2543.257098
58159,2409.865011
582220,2381.626326
585295,2381.475759
588441,2457.604284
591471,2557.762592
594507,2573.476269
597515,2523.381178
6020,2459.342669
61157,2474.843244
64231,2419.681616
67293,2349.825701
70321,2428.928437
73516,2553.162535
76500,2596.287355
79538,2550.691142
82597,2420.827627
85635,2873.547585
88651,2465.588748
91780,2404.330301
9263,3046.236178
94917,2445.607004
98052,2497.269326
