0,2418.448034
100484,2443.997990
103690,2399.243370
106935,2397.018721
110132,2483.028387
113363,2401.064889
116433,2421.713643
119515,2384.474922
12216,2483.607106
122597,2402.283663
125798,2372.147624
129051,2437.843118
132299,2406.469369
135408,2411.362291
138429,2418.487345
141464,2395.171917
144618,2402.721352
147684,2414.949463
150729,2426.028220
15274,2413.436568
153785,2549.053882
156938,2418.899339
159986,2444.603470
163002,2332.286048
166041,2506.540223
169213,2429.166097
172481,2426.407280
176070,2415.058593
179125,2423.766563
182263,2424.846009
18297,2395.972796
185416,2593.797821
188536,2488.061948
191681,2421.314734
194746,2414.254059
198127,2372.559999
201265,2387.311149
204481,2343.057700
207577,2414.453591
210970,2468.483185
21311,2427.959203
214158,2395.260064
217266,2506.182589
220672,2405.173344
223679,2415.161816
226761,2419.531307
229744,2409.680801
233121,2564.564506
236221,2400.133100
239435,2411.738168
242468,2400.750438
24439,2403.843523
245656,2338.696857
248832,2391.269011
252151,2372.969377
255644,2417.772050
258632,2409.253682
261654,2343.133078
264845,2516.087415
267909,2392.680113
270934,2389.650720
273939,2553.227435
27521,2412.291454
277060,2415.943895
280185,2624.380122
283196,2426.834167
286238,2435.478882
289342,2425.017038
292491,2413.951535
295489,2457.272683
298504,2415.981260
3074,2452.895710
30792,2338.192148
33775,2377.740031
36876,2428.716198
40149,2388.907204
43330,2387.413076
46745,2438.686324
49935,2427.549770
53038,2584.071421
56075,2390.600112
59841,2425.258646
6144,2356.029189
63025,2435.251607
66150,2458.824335
69332,2531.898064
72416,2413.805409
75409,2424.317767
78383,2417.435787
81499,2340.629901
84846,2342.137574
88091,2341.826121
91262,2531.759318
9215,2440.687758
94353,2593.060923
97402,2446.382928
